service_id,date,exception_type
mtwtf,20160530,2
mtwtf,20160704,2
mtwtf,20160829,2
mtwtf,20160905,2
mtwtf,20161010,2
mtwtf,20161111,2
mtwtf,20161123,2
mtwtf,20161124,2
mtwtf,20161125,2
mtwtf,20161224,2
mtwtf,20161225,2
mtwtf,20161226,2
mtwtf,20161227,2
mtwtf,20161228,2
mtwtf,20161229,2
mtwtf,20161230,2
mtwtf,20161231,2
mtwtf,20170101,2
mtwtf,20170116,2
mtwtf,20170220,2
mtwtf,20170529,2
mtwtf,20170704,2
mtwtf,20170828,2
mtwtf,20170904,2
mtwtf,20171009,2
